monthly_charge,city,zip_code,latitude,longitude,age,total_long_distance_charges,number_of_referrals,total_charges,avg_monthly_gb_download,tenure_in_months,avg_monthly_long_distance_charges,total_revenue,number_of_dependents,contract,payment_method,engagement_score,total_extra_data_charges,offer,internet_type,num_addon_services,paperless_billing,total_refunds,customer_status
55.95,North Hollywood,91606,34.187599,-118.387125,33,332.46,1,1082.8,30.0,18,18,1415.26,4,Month-to-Month,Credit Card,2,0,No Offer,DSL,0,No,0.0,0
83.3,Burlingame,94010,37.57028,-122.365778,46,267.3,0,803.3,17.0,9,29,1070.6,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,Yes,0.0,1
76.75,Bell,90201,33.970343,-118.171368,40,1379.72,0,5233.25,29.0,68,20,6612.97,0,One Year,Credit Card,7,0,Offer A,DSL,3,No,0.0,0
84.6,Burbank,91504,34.213049,-118.317651,40,26.85,0,84.6,11.0,1,26,111.45,1,Month-to-Month,Credit Card,4,0,No Offer,Fiber Optic,1,Yes,0.0,1
106.4,Corona,92882,33.819385,-117.600213,42,1690.59,0,5127.95,25.0,47,35,6818.54,0,Month-to-Month,Bank Withdrawal,7,0,Offer B,Fiber Optic,2,Yes,0.0,1
20.45,San Francisco,94122,37.760412,-122.484966,26,493.32,0,255.35,0.0,12,41,748.67,0,Month-to-Month,Mailed Check,0,0,No Offer,No Internet,0,No,0.0,0
79.65,Lawndale,90260,33.88856,-118.351813,56,58.08,0,152.7,21.0,2,29,210.78,0,Month-to-Month,Mailed Check,2,0,Offer E,Fiber Optic,0,Yes,0.0,1
19.45,Keyes,95328,37.555631,-120.911653,26,597.6,1,340.85,0.0,15,39,938.45,0,Month-to-Month,Credit Card,0,0,Offer D,No Internet,0,Yes,0.0,0
78.65,Santa Barbara,93110,34.437945,-119.77191,41,46.09,0,78.65,10.0,1,46,124.74,0,Month-to-Month,Bank Withdrawal,3,0,Offer E,Fiber Optic,0,No,0.0,1
94.8,Fallbrook,92028,33.362575,-117.299644,22,2283.27,0,4837.6,58.0,51,44,7120.87,0,One Year,Bank Withdrawal,6,0,Offer B,Fiber Optic,2,Yes,0.0,1
25.25,Davis,95618,38.544002,-121.685559,19,1543.5,8,1573.05,0.0,63,24,3116.55,3,Two Year,Credit Card,1,0,Offer B,No Internet,0,No,0.0,0
94.8,Hoopa,95546,41.163637,-123.704841,42,1387.84,1,3131.55,76.0,32,43,4559.39,3,One Year,Credit Card,6,40,No Offer,Fiber Optic,3,No,0.0,0
98.6,Mc Kittrick,93251,35.38381,-119.730885,49,804.75,0,2933.2,2.0,29,27,3737.95,0,Month-to-Month,Credit Card,6,0,Offer C,Fiber Optic,1,Yes,0.0,1
44.95,Carson,90746,33.859171,-118.252272,61,13.63,0,44.95,13.0,1,13,58.58,0,Month-to-Month,Mailed Check,1,0,Offer E,DSL,0,Yes,0.0,0
104.45,South Gate,90280,33.944624,-118.192615,45,403.85,2,4162.05,14.0,41,9,4565.9,0,One Year,Bank Withdrawal,7,0,Offer B,Fiber Optic,3,Yes,0.0,0
20.15,Big Bear City,92314,34.278967,-116.773825,40,947.5,0,970.85,0.0,50,18,1918.35,3,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
24.3,Calabasas,91302,34.130861,-118.68346,23,1187.76,7,1261.7,0.0,56,21,2449.46,0,One Year,Bank Withdrawal,1,0,No Offer,No Internet,0,No,0.0,0
95.0,Lake Arrowhead,92352,34.2565,-117.19335,35,2404.26,3,5535.8,22.0,57,42,7940.06,2,One Year,Bank Withdrawal,5,0,Offer B,Fiber Optic,1,Yes,0.0,0
55.9,Santa Barbara,93105,34.037342,-119.80079,20,99.84,0,157.55,69.0,3,33,257.39,1,Month-to-Month,Credit Card,4,0,Offer E,Cable,2,No,0.0,0
20.55,Lost Hills,93249,35.637715,-119.893068,28,967.34,0,469.85,0.0,22,43,1437.19,2,Month-to-Month,Bank Withdrawal,0,0,Offer D,No Internet,0,Yes,0.0,0
25.1,Long Beach,90807,33.830099,-118.182239,48,1252.44,9,930.95,0.0,36,34,2183.39,1,Two Year,Credit Card,1,0,No Offer,No Internet,0,No,0.0,0
20.75,Stanton,90680,33.801869,-117.995068,49,997.7,8,452.35,0.0,22,45,1450.05,2,One Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
19.45,Vista,92083,33.17494,-117.242761,26,1646.4,9,1303.5,0.0,70,23,2935.41,0,Two Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,14.49,0
50.45,Hornitos,95325,37.479926,-120.230424,25,549.08,0,765.45,48.0,14,39,1454.53,0,Month-to-Month,Bank Withdrawal,2,140,Offer D,DSL,1,No,0.0,0
19.65,Red Bluff,96080,40.186772,-122.388361,32,25.56,0,411.25,0.0,18,1,436.81,0,One Year,Credit Card,0,0,Offer D,No Internet,0,No,0.0,0
73.75,Sacramento,95835,38.685069,-121.543709,37,805.69,0,1756.6,3.0,23,35,2562.29,0,One Year,Credit Card,6,0,Offer D,DSL,1,Yes,0.0,0
84.55,Huron,93234,36.217864,-120.080117,75,150.01,1,646.85,12.0,7,21,796.86,0,Month-to-Month,Bank Withdrawal,3,0,Offer E,Fiber Optic,0,Yes,0.0,1
20.15,Yermo,92398,35.013299,-116.834092,40,27.59,0,20.15,0.0,1,27,47.74,0,Month-to-Month,Mailed Check,0,0,No Offer,No Internet,0,No,0.0,0
116.1,Redwood City,94063,37.499411,-122.196318,29,2401.93,1,8310.55,27.0,71,33,10842.48,0,Two Year,Bank Withdrawal,9,130,No Offer,Fiber Optic,4,Yes,0.0,0
56.5,Lomita,90717,33.794209,-118.317354,38,170.84,5,235.1,56.0,4,42,405.94,3,Month-to-Month,Credit Card,3,0,No Offer,DSL,2,No,0.0,1
102.1,Vacaville,95687,38.333133,-121.920151,67,644.48,0,6688.1,26.0,64,10,7332.58,0,One Year,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,No,0.0,0
62.1,Ontario,91761,34.035602,-117.591528,61,75.25,0,2096.1,7.0,35,2,2171.35,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,DSL,1,Yes,0.0,0
78.0,Hemet,92545,33.734933,-117.044145,63,518.32,0,851.8,23.0,11,47,1370.12,2,Month-to-Month,Mailed Check,3,0,Offer D,Fiber Optic,1,Yes,0.0,0
100.5,Littlerock,93543,34.505273,-117.955054,23,239.22,0,2673.45,73.0,27,8,2982.67,0,One Year,Bank Withdrawal,6,70,Offer C,Fiber Optic,1,Yes,0.0,0
105.25,San Diego,92107,32.741852,-117.243453,29,2571.52,5,6823.4,30.0,64,40,9371.25,0,Two Year,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,Yes,23.67,0
118.65,Lytle Creek,92358,34.238162,-117.534306,58,1270.9,0,8477.6,21.0,71,17,9748.5,0,Two Year,Bank Withdrawal,9,0,Offer A,Fiber Optic,4,Yes,0.0,0
74.1,Occidental,95465,38.415003,-122.998726,54,36.05,0,74.1,30.0,1,36,110.15,0,One Year,Credit Card,6,0,No Offer,DSL,2,No,0.0,0
79.6,Van Nuys,91411,34.17847,-118.459472,79,878.56,1,2718.3,15.0,34,25,3596.86,0,Month-to-Month,Credit Card,3,0,Offer C,Fiber Optic,1,Yes,0.0,1
66.9,Hickman,95323,37.605926,-120.69955,46,959.79,0,4577.9,7.0,69,13,5537.69,0,Two Year,Credit Card,5,0,Offer A,Cable,3,Yes,0.0,0
69.05,Sun City,92586,33.707483,-117.200006,63,268.83,0,651.5,5.0,9,29,920.33,0,Month-to-Month,Bank Withdrawal,1,0,Offer E,Fiber Optic,0,No,0.0,0
18.85,Arnold,95223,38.32153,-120.236358,59,7.8,0,18.85,0.0,1,7,26.65,0,Month-to-Month,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
50.35,San Fernando,91340,34.286131,-118.435969,40,0.0,1,50.35,20.0,1,0,50.35,0,Month-to-Month,Bank Withdrawal,5,0,Offer E,DSL,1,Yes,0.0,1
61.65,Desert Hot Springs,92240,33.948558,-116.516976,25,836.85,0,1393.6,52.0,21,39,2230.45,0,Month-to-Month,Credit Card,4,0,Offer D,DSL,1,No,0.0,0
56.0,Long Beach,90822,33.778436,-118.118648,63,351.52,0,764.55,10.0,13,27,1116.07,1,Month-to-Month,Bank Withdrawal,3,0,No Offer,DSL,2,Yes,0.0,0
69.15,Adin,96006,41.171578,-120.913161,54,147.84,0,488.65,7.0,7,21,636.49,0,Month-to-Month,Bank Withdrawal,1,0,No Offer,Fiber Optic,0,No,0.0,0
25.25,Old Station,96071,40.656287,-121.428965,62,0.0,0,58.9,27.0,3,0,58.9,0,Month-to-Month,Bank Withdrawal,1,0,No Offer,DSL,0,No,0.0,1
53.5,Miranda,95553,40.210895,-123.86,78,1621.08,0,3035.8,24.0,57,28,4656.88,0,One Year,Bank Withdrawal,3,0,Offer B,DSL,2,Yes,0.0,0
89.7,Gilroy,95020,37.03889,-121.528955,68,43.56,0,1047.7,27.0,11,3,1091.26,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,No,0.0,1
20.15,Dos Rios,95429,39.756049,-123.358701,48,605.15,1,387.7,0.0,19,31,989.88,3,Two Year,Credit Card,0,0,Offer D,No Internet,0,No,2.97,0
105.75,Healdsburg,95448,38.618347,-122.908422,70,1306.8,7,7629.85,16.0,72,18,9016.65,0,One Year,Credit Card,7,80,Offer A,Fiber Optic,2,Yes,0.0,0
84.35,Garden Valley,95633,38.852544,-120.837669,63,1386.0,3,3858.05,3.0,45,30,5244.05,0,Two Year,Credit Card,8,0,Offer B,Cable,4,Yes,0.0,0
49.45,Merced,95340,37.255637,-120.493537,70,0.0,3,2907.55,22.0,60,0,2947.55,0,Two Year,Credit Card,4,40,No Offer,DSL,1,Yes,0.0,0
79.9,Carson,90745,33.822295,-118.26411,53,397.32,0,3313.4,14.0,42,9,3687.25,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,1,No,23.47,0
45.55,Ramona,92065,33.044541,-116.833922,26,0.0,0,2108.35,48.0,48,0,2108.35,2,Month-to-Month,Credit Card,5,0,Offer B,DSL,2,No,0.0,0
64.75,Newark,94560,37.504133,-122.032347,63,1485.0,0,3617.1,20.0,55,27,5102.1,0,Two Year,Mailed Check,5,0,Offer B,Cable,2,Yes,0.0,0
79.55,Oakland,94602,37.803883,-122.208417,58,32.13,0,79.55,15.0,1,32,121.68,0,Month-to-Month,Bank Withdrawal,2,10,No Offer,Fiber Optic,0,No,0.0,1
93.55,Carpinteria,93013,34.441398,-119.513163,42,262.8,0,536.4,5.0,6,43,799.2,0,Month-to-Month,Bank Withdrawal,5,0,Offer E,Fiber Optic,0,Yes,0.0,1
18.95,Pacific Grove,93950,36.618337,-121.926417,59,447.66,0,185.6,0.0,9,49,633.26,0,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,Yes,0.0,1
40.75,Boulevard,91905,32.677097,-116.304991,45,0.0,0,359.4,21.0,9,0,379.4,0,Month-to-Month,Bank Withdrawal,4,20,Offer E,DSL,1,No,0.0,0
50.35,Van Nuys,91401,34.178483,-118.431791,73,93.45,0,237.25,28.0,5,18,330.7,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,DSL,1,No,0.0,1
78.8,Warner Springs,92086,33.323705,-116.626907,42,1656.79,1,3460.3,27.0,43,38,5092.19,0,Two Year,Bank Withdrawal,7,0,No Offer,DSL,3,Yes,24.9,0
25.05,San Francisco,94112,37.720498,-122.443119,26,315.91,0,152.95,0.0,7,45,468.86,0,Month-to-Month,Bank Withdrawal,1,0,Offer E,No Internet,0,Yes,0.0,0
100.2,Burbank,91506,34.169706,-118.323548,22,2391.99,1,7209.0,27.0,71,33,9600.99,1,Two Year,Credit Card,6,0,No Offer,Fiber Optic,4,No,0.0,0
79.3,Escondido,92027,33.141265,-116.967221,68,69.44,2,2570.0,11.0,32,2,2639.44,0,Two Year,Mailed Check,3,0,Offer C,Fiber Optic,1,No,0.0,0
20.85,Corona,92883,33.762351,-117.488725,31,91.68,0,161.65,0.0,8,11,253.33,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
108.2,San Francisco,94109,37.794487,-122.42227,21,1021.68,10,7840.6,71.0,72,14,8862.28,0,Two Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,Yes,0.0,0
74.05,Oakland,94603,37.739113,-122.175602,57,510.96,0,872.65,22.0,12,42,1335.0,0,One Year,Credit Card,6,0,No Offer,DSL,1,No,48.61,1
107.45,Los Gatos,95033,37.160194,-121.945611,62,384.54,0,5680.9,6.0,51,7,6050.68,0,One Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,No,14.76,0
48.95,Santa Clara,95050,37.351214,-121.952417,27,0.0,0,1880.85,48.0,39,0,1880.85,0,Month-to-Month,Credit Card,5,0,No Offer,Cable,3,Yes,0.0,1
19.1,Pauma Valley,92061,33.313828,-116.940501,49,48.96,0,53.05,0.0,3,16,102.01,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
75.5,Big Bear Lake,92315,34.242058,-116.89802,59,1030.38,0,2018.1,29.0,26,39,3048.48,0,One Year,Bank Withdrawal,2,0,Offer C,Fiber Optic,1,No,0.0,0
20.75,Kyburz,95720,38.766036,-120.209673,49,627.2,0,739.9,0.0,35,17,1367.1,0,Month-to-Month,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
19.15,Port Costa,94569,38.035707,-122.196821,20,819.72,0,537.35,0.0,27,30,1357.07,2,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
69.35,Fallbrook,92028,33.362575,-117.299644,48,106.92,0,191.35,6.0,3,35,298.27,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Cable,1,Yes,0.0,1
81.5,Clovis,93611,36.917652,-119.593757,66,49.9,0,162.55,22.0,2,24,212.45,0,Two Year,Credit Card,2,0,No Offer,Fiber Optic,0,No,0.0,0
90.7,San Diego,92126,32.886925,-117.152162,26,514.62,0,1597.25,26.0,18,28,2111.87,0,Month-to-Month,Credit Card,5,0,No Offer,Fiber Optic,1,Yes,0.0,1
61.55,Redondo Beach,90277,33.830453,-118.384565,23,989.04,0,1581.95,73.0,26,38,2570.99,0,One Year,Bank Withdrawal,4,0,No Offer,DSL,2,No,0.0,0
109.4,Pollock Pines,95726,38.733908,-120.453416,68,994.5,8,7227.45,29.0,65,15,8221.95,0,One Year,Credit Card,7,0,Offer B,Fiber Optic,3,Yes,0.0,0
89.2,Mecca,92254,33.543835,-115.993906,35,1715.85,0,3645.75,16.0,41,41,5359.39,0,Month-to-Month,Bank Withdrawal,4,0,Offer B,Fiber Optic,1,Yes,2.21,0
116.2,Redway,95560,40.142256,-123.852927,25,2269.96,0,7752.3,71.0,67,33,10022.26,0,Two Year,Credit Card,9,0,Offer A,Fiber Optic,4,No,0.0,1
88.75,Brentwood,94513,37.908242,-121.682472,53,250.58,1,1885.15,56.0,22,11,2135.73,3,Month-to-Month,Bank Withdrawal,4,0,Offer D,Fiber Optic,1,Yes,0.0,0
65.8,Douglas City,96024,40.586588,-122.903677,39,1708.8,5,4068.0,17.0,64,26,5769.01,2,One Year,Mailed Check,4,20,Offer B,Cable,2,No,27.79,0
30.75,San Diego,92122,32.85723,-117.209774,71,0.0,0,805.1,13.0,27,0,945.1,0,Month-to-Month,Credit Card,2,140,No Offer,Cable,1,No,0.0,1
96.6,Twentynine Palms,92278,34.457829,-116.139589,48,29.85,0,291.9,13.0,3,9,321.75,0,Month-to-Month,Bank Withdrawal,5,0,Offer E,Fiber Optic,0,Yes,0.0,1
50.55,Winton,95388,37.421299,-120.599587,69,22.56,0,50.55,2.0,1,22,73.11,0,Month-to-Month,Credit Card,2,0,No Offer,Cable,0,No,0.0,1
94.4,Baldwin Park,91706,34.098275,-117.967399,77,2490.8,2,6126.15,25.0,65,38,8616.95,0,One Year,Bank Withdrawal,6,0,No Offer,Fiber Optic,3,No,0.0,0
94.6,Yuba City,95991,39.02741,-121.614982,37,853.44,0,2283.15,3.0,24,35,3136.59,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,1,Yes,0.0,0
56.4,Culver City,90232,34.019323,-118.391902,52,0.0,0,2928.5,24.0,51,0,2928.5,0,One Year,Credit Card,6,0,No Offer,DSL,2,Yes,0.0,0
95.25,Murrieta,92563,33.581045,-117.14719,67,412.1,1,1233.65,6.0,13,31,1597.66,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Cable,0,Yes,48.09,1
19.4,Adelanto,92301,34.667815,-117.536183,22,2822.47,3,1182.55,0.0,61,46,4005.02,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,1
78.85,San Jacinto,92582,33.806708,-117.02007,24,2851.92,2,5763.15,85.0,72,39,8615.07,0,Two Year,Bank Withdrawal,8,0,Offer A,DSL,4,No,0.0,0
26.3,Marina,93933,36.689582,-121.758398,23,1523.52,7,1763.55,0.0,69,22,3287.07,0,One Year,Bank Withdrawal,1,0,Offer A,No Internet,0,Yes,0.0,0
20.6,Salinas,93905,36.667794,-121.601306,37,1537.36,1,926.0,0.0,44,34,2463.36,2,One Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
26.05,Salinas,93901,36.64152,-121.622188,35,2193.1,0,1856.4,0.0,70,31,4049.5,0,One Year,Credit Card,1,0,No Offer,No Internet,0,No,0.0,0
20.15,Petrolia,95558,40.274302,-124.210902,42,120.4,1,777.35,0.0,40,3,897.75,3,Two Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
75.35,Tracy,95376,37.680968,-121.446049,21,1756.8,10,4729.3,52.0,61,28,6486.1,0,Two Year,Credit Card,7,0,No Offer,Cable,3,No,0.0,0
59.95,San Diego,92117,32.825086,-117.199424,25,84.41,5,1406.0,69.0,23,3,1603.86,0,Month-to-Month,Bank Withdrawal,4,140,No Offer,DSL,1,Yes,26.55,0
110.15,Wilmington,90744,33.782068,-118.262263,20,1706.4,5,7881.2,85.0,72,23,9587.6,0,Two Year,Credit Card,8,0,Offer A,Fiber Optic,3,Yes,0.0,0
86.1,Long Beach,90806,33.802664,-118.179971,51,2678.4,2,5215.25,23.0,62,43,7893.65,0,Two Year,Bank Withdrawal,8,0,No Offer,DSL,4,No,0.0,0
39.45,Westport,95488,39.724433,-123.767578,44,0.0,10,2021.35,23.0,50,0,2021.35,3,Month-to-Month,Credit Card,3,0,No Offer,DSL,1,Yes,0.0,0
102.1,Nipton,92364,35.478736,-115.516984,66,1292.16,2,6538.45,8.0,64,20,7830.61,0,Two Year,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,No,0.0,0
100.75,Pioneertown,92268,34.201108,-116.593456,50,2243.31,0,4669.2,25.0,47,47,6912.51,0,Month-to-Month,Credit Card,6,0,No Offer,Fiber Optic,3,No,0.0,0
111.1,Chino,91710,33.990646,-117.663025,56,2523.96,0,6014.85,16.0,54,46,8588.81,0,Month-to-Month,Bank Withdrawal,8,50,No Offer,Fiber Optic,3,No,0.0,1
20.25,Soledad,93960,36.414216,-121.360597,64,1755.45,8,873.4,0.0,47,37,2628.85,1,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
20.8,Little River,95456,39.245911,-123.77214,29,2843.16,0,1212.25,0.0,58,49,4055.41,0,Two Year,Credit Card,0,0,Offer B,No Internet,0,No,0.0,0
77.2,San Martin,95046,37.084697,-121.606417,23,183.26,0,2753.8,52.0,34,5,2937.06,1,One Year,Bank Withdrawal,6,0,Offer C,Cable,1,No,0.0,0
25.0,Manteca,95336,37.830267,-121.201018,63,2364.6,0,1505.05,0.0,60,39,3869.65,0,Two Year,Mailed Check,1,0,Offer B,No Internet,0,No,0.0,0
58.35,Lotus,95651,38.815515,-120.916997,51,95.64,2,740.55,52.0,12,7,836.19,3,Month-to-Month,Credit Card,3,0,No Offer,DSL,1,Yes,0.0,0
105.3,Ben Lomond,95005,37.078873,-122.090386,70,3207.56,1,7299.65,29.0,68,47,10507.21,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,Yes,0.0,1
69.25,Ripon,95366,37.750778,-121.13238,30,1647.36,4,4447.75,51.0,64,25,6095.11,0,Two Year,Mailed Check,5,0,No Offer,DSL,3,No,0.0,0
24.85,New Cuyama,93254,34.956577,-119.750142,49,505.34,0,493.4,0.0,22,22,977.42,0,Month-to-Month,Credit Card,1,0,Offer D,No Internet,0,Yes,21.32,0
94.2,Hilmar,95324,37.394536,-120.890747,54,104.72,0,999.9,4.0,11,9,1104.62,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,3,Yes,0.0,0
100.15,San Bernardino,92405,34.142747,-117.300864,64,481.05,0,1415.0,28.0,15,32,1896.05,0,Month-to-Month,Bank Withdrawal,6,0,Offer D,Fiber Optic,1,Yes,0.0,0
81.0,San Diego,92126,32.886925,-117.152162,61,101.0,0,389.6,23.0,5,20,500.6,0,Month-to-Month,Credit Card,2,10,Offer E,Fiber Optic,0,Yes,0.0,1
48.8,North San Juan,95960,39.423046,-120.984472,39,298.76,4,664.4,24.0,14,21,963.16,0,Month-to-Month,Bank Withdrawal,2,0,Offer D,DSL,1,No,0.0,0
54.4,Grass Valley,95945,39.194539,-120.988066,40,1118.49,0,1249.25,11.0,23,48,2367.74,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Cable,1,No,0.0,0
108.55,Tollhouse,93667,36.993666,-119.348267,58,1471.5,1,5610.7,14.0,50,29,7082.2,0,One Year,Bank Withdrawal,8,0,Offer B,Fiber Optic,3,No,0.0,1
19.4,Lompoc,93436,34.601055,-120.382917,32,30.32,0,50.6,0.0,2,15,80.92,0,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,No,0.0,0
85.45,Salinas,93908,36.624338,-121.615669,29,811.92,1,1451.6,26.0,17,47,2263.52,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,Yes,0.0,1
54.15,Camptonville,95922,39.432127,-121.099287,35,2919.32,0,3116.15,9.0,59,49,6035.47,0,Two Year,Credit Card,3,0,Offer B,Cable,1,No,0.0,0
19.75,Grover Beach,93433,35.120833,-120.61843,31,30.38,8,19.75,0.0,1,30,50.13,2,Month-to-Month,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
55.7,Los Angeles,90059,33.927254,-118.249826,60,609.9,0,899.8,8.0,15,40,1509.7,0,Month-to-Month,Mailed Check,3,0,Offer D,DSL,1,Yes,0.0,1
79.8,Carpinteria,93013,34.441398,-119.513163,36,1700.68,7,4914.8,5.0,61,27,6685.48,0,One Year,Bank Withdrawal,7,70,Offer B,DSL,2,Yes,0.0,0
53.55,Jacumba,91934,32.649787,-116.2237,21,16.06,6,53.55,59.0,1,16,69.61,0,Month-to-Month,Credit Card,4,0,Offer E,DSL,2,Yes,0.0,0
26.1,San Leandro,94577,37.717196,-122.159338,27,185.7,10,225.55,0.0,10,18,411.25,2,Two Year,Credit Card,1,0,Offer D,No Internet,0,No,0.0,0
82.45,San Diego,92102,32.716007,-117.117462,46,1775.37,0,5555.3,22.0,69,25,7315.29,0,Two Year,Credit Card,7,0,Offer A,DSL,3,Yes,15.38,0
70.55,Monterey,93940,36.362741,-121.869685,65,591.85,0,2419.0,30.0,35,16,3010.85,0,Month-to-Month,Bank Withdrawal,1,0,No Offer,Fiber Optic,0,No,0.0,0
65.65,North Highlands,95660,38.671295,-121.388251,27,2394.24,6,3094.65,42.0,48,49,5488.89,0,One Year,Bank Withdrawal,5,0,Offer B,DSL,2,Yes,0.0,0
81.0,Stockton,95205,37.965695,-121.260051,22,196.56,8,5750.0,59.0,72,2,5946.56,3,Two Year,Credit Card,8,0,No Offer,DSL,4,No,0.0,0
96.1,Redwood City,94065,37.527497,-122.230941,19,1891.62,4,6001.45,41.0,62,30,7893.07,0,One Year,Bank Withdrawal,6,0,Offer B,Fiber Optic,2,No,0.0,0
51.1,Lemoore,93245,36.303666,-119.825657,26,1379.6,0,2092.9,73.0,40,34,3472.5,0,Month-to-Month,Bank Withdrawal,2,0,Offer B,DSL,1,Yes,0.0,0
45.7,Fremont,94538,37.505768,-121.962472,36,10.41,0,45.7,17.0,1,10,56.11,0,Month-to-Month,Mailed Check,1,0,No Offer,DSL,0,Yes,0.0,1
85.05,Stratford,93266,36.175255,-119.813805,69,774.56,6,1391.15,6.0,16,48,2165.71,0,Two Year,Credit Card,3,0,Offer D,Fiber Optic,0,Yes,0.0,0
20.3,Los Angeles,90010,34.062125,-118.315709,29,10.84,0,20.3,0.0,1,10,31.14,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
85.45,Los Angeles,90057,34.061918,-118.277939,22,31.03,0,85.45,27.0,1,31,116.48,0,Month-to-Month,Credit Card,4,0,No Offer,Fiber Optic,0,Yes,0.0,1
114.0,Vallecito,95251,38.055562,-120.456298,60,2337.84,1,8093.15,76.0,72,32,10430.99,3,Two Year,Bank Withdrawal,9,0,No Offer,Fiber Optic,4,Yes,0.0,0
-9.0,Santa Ana,92706,33.765893,-117.881533,39,774.84,1,2603.95,24.0,44,17,3378.79,0,One Year,Bank Withdrawal,4,0,No Offer,DSL,3,Yes,0.0,0
95.8,Nicolaus,95659,38.788898,-121.608624,36,1795.96,0,5655.45,30.0,59,30,7451.41,0,Two Year,Bank Withdrawal,5,0,No Offer,Fiber Optic,1,No,0.0,0
103.6,Van Nuys,91405,34.202494,-118.448048,65,22.86,0,1806.35,3.0,18,1,1839.21,0,Month-to-Month,Credit Card,7,10,No Offer,Fiber Optic,2,Yes,0.0,0
98.7,Mill Valley,94941,37.901371,-122.572024,40,332.35,0,2249.1,19.0,23,14,2581.45,0,Month-to-Month,Credit Card,6,0,No Offer,Fiber Optic,1,Yes,0.0,0
89.5,Nice,95464,39.12334,-122.838198,75,95.41,1,676.7,27.0,7,13,772.11,0,Month-to-Month,Bank Withdrawal,3,0,Offer E,Fiber Optic,0,Yes,0.0,1
86.35,Suisun City,94585,38.197907,-122.017258,51,1392.3,0,4267.15,13.0,51,27,5659.45,0,One Year,Credit Card,3,0,Offer B,Fiber Optic,1,No,0.0,0
19.7,Fremont,94555,37.555473,-122.080312,28,955.52,3,1274.05,0.0,64,14,2229.57,1,Two Year,Bank Withdrawal,0,0,Offer B,No Internet,0,Yes,0.0,0
84.7,Sanger,93657,36.819628,-119.440414,41,3337.53,10,5878.9,7.0,69,48,9216.43,0,Two Year,Credit Card,8,0,No Offer,DSL,4,Yes,0.0,0
24.45,Fontana,92337,34.049671,-117.468896,44,0.0,0,24.45,2.0,1,0,24.45,0,Month-to-Month,Mailed Check,1,0,No Offer,Cable,0,Yes,0.0,1
19.2,South San Francisco,94080,37.654436,-122.426468,80,14.06,0,37.2,0.0,2,7,51.26,0,Two Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
106.9,Butte City,95920,39.449794,-121.936372,33,913.15,1,3756.45,56.0,35,26,4785.13,3,Month-to-Month,Bank Withdrawal,7,150,No Offer,Fiber Optic,3,Yes,34.47,0
78.95,Orosi,93647,36.600185,-119.175655,54,628.42,3,2034.25,75.0,26,24,2662.67,3,One Year,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,No,0.0,0
47.85,Los Angeles,90014,34.043144,-118.251977,34,0.0,10,1190.5,28.0,26,0,1270.5,0,One Year,Bank Withdrawal,5,80,No Offer,Cable,3,No,0.0,0
100.45,San Diego,92117,32.825086,-117.199424,35,1292.13,1,4941.8,19.0,49,26,6233.93,0,One Year,Mailed Check,6,0,No Offer,Fiber Optic,1,No,0.0,1
