monthly_charge,city,zip_code,longitude,age,latitude,total_long_distance_charges,tenure_in_months,total_revenue,number_of_referrals,total_charges,avg_monthly_long_distance_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,offer,engagement_score,paperless_billing,num_addon_services,gender,married,internet_type,customer_status
58.4,Fort Bragg,95437,-123.683979,52,39.455555,0.0,70,4080.62,1,4113.15,0,19.0,One Year,2,Bank Withdrawal,Offer A,7,Yes,3,Female,Yes,Cable,0
80.05,San Diego,92109,-117.232376,53,32.787836,39.79,1,119.84,1,80.05,39,7.0,Month-to-Month,0,Mailed Check,No Offer,2,Yes,0,Female,Yes,Fiber Optic,1
83.45,Los Angeles,90011,-118.258681,30,34.00709,2184.48,48,6072.33,0,3887.85,45,27.0,One Year,0,Credit Card,No Offer,8,Yes,3,Female,No,DSL,0
110.65,Rosamond,93560,-118.411251,24,34.903052,2967.12,72,11032.77,5,8065.65,41,73.0,Two Year,0,Credit Card,Offer A,8,Yes,3,Female,Yes,Fiber Optic,0
56.15,Santa Cruz,95062,-121.991149,21,36.974575,87.87,3,256.02,1,168.15,29,52.0,Month-to-Month,0,Mailed Check,Offer E,4,Yes,2,Male,Yes,Cable,1
70.7,San Diego,92129,-117.134917,28,32.961064,19.52,2,160.97,1,141.45,9,27.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,Yes,0,Female,Yes,Cable,1
84.95,Capistrano Beach,92624,-117.665104,35,33.458754,258.48,8,926.88,0,668.4,32,6.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,No,1,Female,No,Fiber Optic,1
20.6,Orange,92866,-117.844535,25,33.784597,1043.91,63,2342.61,0,1298.7,16,0.0,Two Year,0,Credit Card,No Offer,0,Yes,0,Female,No,No Internet,0
100.5,Burbank,91502,-118.31003,65,34.177267,559.3,35,4212.65,1,3653.35,15,22.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,3,Female,Yes,Cable,1
96.65,Acampo,95220,-121.235034,54,38.200231,592.8,13,1755.65,4,1162.85,45,11.0,Month-to-Month,0,Mailed Check,Offer D,5,Yes,1,Male,Yes,Fiber Optic,1
64.5,El Dorado,95623,-120.842609,56,38.63153,1102.2,30,3087.35,4,1985.15,36,18.0,One Year,1,Bank Withdrawal,Offer C,4,Yes,2,Female,Yes,Cable,0
60.2,Fontana,92337,-117.468896,34,34.049671,0.0,60,3582.4,10,3582.4,0,2.0,Month-to-Month,0,Bank Withdrawal,Offer B,7,Yes,3,Male,Yes,DSL,0
91.25,Sacramento,95819,-121.437507,55,38.567594,884.4,33,3978.45,1,2964.05,26,17.0,Month-to-Month,0,Bank Withdrawal,Offer C,4,No,0,Male,Yes,Fiber Optic,0
106.55,Mineral,96063,-121.579609,59,40.408796,476.82,54,6240.12,2,5763.3,8,21.0,One Year,0,Bank Withdrawal,No Offer,7,No,2,Female,Yes,Fiber Optic,1
109.4,Simi Valley,93063,-118.685703,53,34.296813,221.1,67,7464.36,7,7281.6,3,19.0,One Year,2,Bank Withdrawal,No Offer,8,Yes,3,Female,Yes,Fiber Optic,0
71.05,Simi Valley,93065,-118.768471,25,34.269449,58.5,25,1868.12,10,1837.7,2,73.0,Month-to-Month,0,Credit Card,No Offer,6,Yes,3,Female,Yes,DSL,0
111.6,Palo Cedro,96073,-122.195512,42,40.582399,1741.68,72,9754.43,0,8012.75,24,13.0,Two Year,0,Bank Withdrawal,No Offer,8,Yes,3,Female,No,Fiber Optic,0
80.65,Browns Valley,95918,-121.320597,58,39.292334,699.66,18,2181.56,0,1451.9,38,7.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,1,Male,No,Fiber Optic,1
19.25,Wallace,95254,-120.957842,57,38.192608,1094.94,63,2332.59,9,1237.65,17,0.0,Two Year,0,Credit Card,Offer B,0,No,0,Male,Yes,No Internet,0
23.8,Helm,93627,-120.118055,39,36.520537,1152.84,39,2056.64,7,903.8,29,0.0,Two Year,0,Credit Card,No Offer,1,Yes,0,Male,Yes,No Internet,0
20.35,Petaluma,94952,-122.77872,21,38.237018,477.84,33,1167.59,0,689.75,14,0.0,Two Year,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
19.95,Port Hueneme,93041,-119.100972,43,34.110124,528.96,48,1533.46,0,1004.5,11,0.0,One Year,0,Bank Withdrawal,Offer B,0,No,0,Male,No,No Internet,0
86.45,San Diego,92117,-117.199424,57,32.825086,176.5,10,1007.35,0,830.85,17,20.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,No,0,Female,No,Fiber Optic,1
49.55,Los Angeles,90043,-118.334081,53,33.988543,261.7,10,737.4,6,475.7,26,7.0,One Year,0,Credit Card,Offer D,2,No,1,Male,Yes,DSL,0
84.55,Sunnyvale,94089,-122.009613,49,37.421633,1026.0,45,4739.95,8,3713.95,22,15.0,Month-to-Month,0,Credit Card,No Offer,4,Yes,2,Male,Yes,Fiber Optic,0
105.7,Porterville,93257,-118.891593,33,36.008958,853.44,28,3912.94,0,2979.5,30,13.0,Month-to-Month,0,Bank Withdrawal,Offer C,7,Yes,2,Male,No,Fiber Optic,1
115.1,King City,93930,-120.980777,51,36.220761,2835.84,64,10169.89,0,7334.05,44,4.0,Two Year,0,Bank Withdrawal,No Offer,9,Yes,4,Female,No,Fiber Optic,0
60.35,Santa Rosa,95405,-122.668817,51,38.439696,1627.68,48,4524.08,0,2896.4,33,13.0,One Year,0,Credit Card,No Offer,4,Yes,3,Female,No,DSL,1
90.2,Los Angeles,90061,-118.274186,27,33.92128,231.88,68,6529.53,3,6297.65,3,26.0,Two Year,0,Credit Card,Offer A,5,No,3,Female,Yes,Fiber Optic,0
73.85,Courtland,95615,-121.554034,45,38.311609,166.14,6,567.44,0,401.3,27,9.0,Month-to-Month,0,Credit Card,No Offer,2,Yes,0,Female,No,Fiber Optic,0
19.1,Sugarloaf,92386,-116.830015,40,34.243088,1436.08,29,1965.58,0,529.5,49,0.0,One Year,0,Credit Card,Offer C,0,No,0,Male,No,No Internet,0
25.2,Salinas,93908,-121.615669,64,36.624338,799.11,39,1787.06,8,987.95,20,0.0,Two Year,2,Credit Card,No Offer,1,No,0,Male,Yes,No Internet,0
84.35,Mineral,96063,-121.579609,78,40.408796,510.2,20,2265.4,0,1745.2,25,9.0,Two Year,0,Bank Withdrawal,Offer D,3,Yes,0,Male,No,Fiber Optic,0
49.15,Nice,95464,-122.838198,47,39.12334,122.37,3,301.42,0,169.05,40,29.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,Yes,1,Male,No,DSL,1
59.45,Long Beach,90803,-118.129725,30,33.760458,487.24,52,3530.94,0,3043.7,9,59.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,1,Female,No,DSL,0
116.25,Irvine,92614,-117.833296,42,33.680302,439.49,71,9004.24,4,8564.75,6,9.0,Two Year,0,Bank Withdrawal,No Offer,9,Yes,4,Male,Yes,Fiber Optic,0
79.85,Gardena,90249,-118.315697,57,33.90139,1566.61,41,4887.36,0,3320.75,38,5.0,One Year,0,Bank Withdrawal,No Offer,7,Yes,3,Female,No,DSL,0
39.1,Big Creek,93605,-119.2997,52,37.17277,0.0,69,2779.5,3,2779.5,0,11.0,Two Year,1,Credit Card,No Offer,4,No,3,Male,Yes,DSL,0
84.4,Termo,96132,-120.669427,44,41.027281,1695.92,68,7442.67,3,5746.75,24,30.0,Two Year,1,Credit Card,No Offer,4,Yes,2,Female,Yes,Fiber Optic,0
54.0,Stinson Beach,94970,-122.657562,68,37.921137,446.2,20,1502.1,0,1055.9,22,21.0,One Year,0,Credit Card,No Offer,3,No,2,Male,No,DSL,0
101.95,Roseville,95678,-121.288545,65,38.759751,242.62,7,943.47,2,700.85,34,3.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,1,Male,Yes,Fiber Optic,1
20.6,El Dorado Hills,95762,-121.055634,22,38.684437,1470.7,35,2224.7,0,754.0,42,0.0,One Year,0,Bank Withdrawal,Offer C,0,No,0,Male,No,No Internet,0
19.9,Caruthers,93609,-119.865999,61,36.5276,249.73,17,579.48,8,329.75,14,0.0,One Year,0,Bank Withdrawal,Offer D,0,No,0,Male,Yes,No Internet,0
49.55,Forest Falls,92339,-116.903891,45,34.067699,10.83,1,60.38,0,49.55,10,15.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,No,1,Female,No,DSL,0
44.25,Manhattan Beach,90266,-118.39737,61,33.889632,220.01,7,533.46,4,313.45,31,24.0,Month-to-Month,0,Credit Card,No Offer,1,Yes,0,Female,Yes,DSL,0
115.05,Riverside,92505,-117.489426,39,33.920907,2284.08,62,9417.53,0,7133.45,36,13.0,One Year,0,Credit Card,Offer B,9,Yes,4,Female,No,Fiber Optic,0
25.0,Cool,95614,-120.973865,41,38.880622,3.39,1,28.39,0,25.0,3,0.0,Month-to-Month,0,Credit Card,Offer E,1,Yes,0,Male,No,No Internet,0
19.9,Oro Grande,92368,-117.296957,42,34.647959,591.8,44,1459.9,0,868.1,13,0.0,Two Year,0,Mailed Check,Offer B,0,No,0,Female,No,No Internet,0
35.55,Biggs,95917,-121.818201,41,39.457388,0.0,39,1309.15,0,1309.15,0,14.0,One Year,0,Credit Card,No Offer,3,No,2,Male,No,DSL,0
29.2,San Diego,92117,-117.199424,46,32.825086,0.0,12,309.1,1,309.1,0,27.0,Month-to-Month,0,Mailed Check,No Offer,2,No,1,Female,Yes,DSL,1
109.2,La Grange,95329,-120.411517,40,37.666587,3170.16,72,10881.61,4,7711.45,44,14.0,Two Year,1,Bank Withdrawal,Offer A,8,Yes,3,Female,Yes,Fiber Optic,0
20.05,Chilcoot,96105,-120.198876,28,39.872961,305.97,47,1257.52,9,951.55,6,0.0,One Year,1,Credit Card,Offer B,0,No,0,Male,Yes,No Internet,0
101.75,Durham,95938,-121.777959,55,39.607831,361.8,15,2031.2,8,1669.4,24,13.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,No,2,Female,Yes,Fiber Optic,0
55.3,Lancaster,93534,-118.153098,22,34.727529,87.86,2,196.51,0,108.65,43,59.0,Month-to-Month,1,Bank Withdrawal,Offer E,3,Yes,0,Male,No,DSL,0
24.95,Citrus Heights,95621,-121.307864,76,38.69549,0.0,54,1364.75,4,1364.75,0,4.0,Month-to-Month,0,Bank Withdrawal,Offer B,1,Yes,0,Male,Yes,DSL,0
95.65,Capistrano Beach,92624,-117.665104,32,33.458754,3234.03,69,9978.23,4,6744.2,46,11.0,One Year,0,Credit Card,No Offer,5,Yes,1,Female,Yes,Fiber Optic,0
65.6,Walnut Creek,94595,-122.075197,36,37.862128,0.0,72,4566.5,0,4566.5,0,9.0,Two Year,0,Bank Withdrawal,No Offer,8,Yes,4,Male,No,Cable,0
20.85,Oroville,95966,-121.415927,40,39.473896,468.09,21,902.03,0,435.25,22,0.0,Two Year,0,Credit Card,Offer D,0,Yes,0,Female,No,No Internet,0
21.2,San Francisco,94123,-122.436975,40,37.800254,36.15,3,88.2,0,52.05,12,0.0,One Year,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
95.65,Essex,92332,-115.287901,27,34.9436,1407.6,46,6071.8,0,4664.2,30,59.0,One Year,0,Credit Card,Offer B,5,Yes,3,Female,No,Fiber Optic,0
71.55,Prather,93651,-119.505661,72,37.007238,441.32,34,2868.67,2,2427.35,12,8.0,Two Year,0,Credit Card,No Offer,1,No,0,Male,Yes,Fiber Optic,0
93.8,Valley Village,91607,-118.399795,62,34.165783,65.72,31,3135.22,1,3019.5,2,17.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,No,2,Male,Yes,Fiber Optic,1
107.7,Lake Isabella,93240,-118.466318,29,35.607875,3019.68,72,10939.48,4,7919.8,41,85.0,Two Year,1,Credit Card,No Offer,8,Yes,3,Male,Yes,Fiber Optic,0
19.85,Vallejo,94590,-122.247387,28,38.104705,980.13,37,1764.38,0,784.25,26,0.0,Two Year,0,Credit Card,No Offer,0,No,0,Female,No,No Internet,0
19.65,Los Angeles,90042,-118.192754,31,34.11572,1318.8,60,2480.55,7,1161.75,21,0.0,Two Year,1,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
30.35,Livermore,94550,-121.659562,73,37.571748,0.0,44,1359.7,2,1359.7,0,28.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Male,Yes,Cable,1
110.75,Los Angeles,90045,-118.402447,66,33.954017,2963.6,62,10016.95,0,7053.35,47,8.0,One Year,0,Bank Withdrawal,No Offer,8,Yes,3,Male,No,Fiber Optic,0
-1.0,Jolon,93928,-121.189757,72,35.930782,909.0,25,3073.22,0,2187.55,36,6.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,1,Female,No,Fiber Optic,1
19.35,Manteca,95336,-121.201018,63,37.830267,1441.86,42,2309.16,10,867.3,34,0.0,Two Year,2,Mailed Check,No Offer,0,No,0,Male,Yes,No Internet,0
99.3,San Jose,95111,-121.827673,21,37.284265,123.5,25,2637.0,0,2513.5,4,51.0,Two Year,0,Bank Withdrawal,Offer C,6,No,2,Male,No,Fiber Optic,0
55.95,North Hollywood,91606,-118.387125,33,34.187599,332.46,18,1415.26,1,1082.8,18,30.0,Month-to-Month,4,Credit Card,No Offer,2,No,0,Female,Yes,DSL,0
83.3,Burlingame,94010,-122.365778,46,37.57028,267.3,9,1070.6,0,803.3,29,17.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,0,Female,No,Fiber Optic,1
76.75,Bell,90201,-118.171368,40,33.970343,1379.72,68,6612.97,0,5233.25,20,29.0,One Year,0,Credit Card,Offer A,7,No,3,Male,No,DSL,0
84.6,Burbank,91504,-118.317651,40,34.213049,26.85,1,111.45,0,84.6,26,11.0,Month-to-Month,1,Credit Card,No Offer,4,Yes,1,Male,No,Fiber Optic,1
106.4,Corona,92882,-117.600213,42,33.819385,1690.59,47,6818.54,0,5127.95,35,25.0,Month-to-Month,0,Bank Withdrawal,Offer B,7,Yes,2,Female,No,Fiber Optic,1
20.45,San Francisco,94122,-122.484966,26,37.760412,493.32,12,748.67,0,255.35,41,0.0,Month-to-Month,0,Mailed Check,No Offer,0,No,0,Male,No,No Internet,0
79.65,Lawndale,90260,-118.351813,56,33.88856,58.08,2,210.78,0,152.7,29,21.0,Month-to-Month,0,Mailed Check,Offer E,2,Yes,0,Female,No,Fiber Optic,1
19.45,Keyes,95328,-120.911653,26,37.555631,597.6,15,938.45,1,340.85,39,0.0,Month-to-Month,0,Credit Card,Offer D,0,Yes,0,Male,Yes,No Internet,0
78.65,Santa Barbara,93110,-119.77191,41,34.437945,46.09,1,124.74,0,78.65,46,10.0,Month-to-Month,0,Bank Withdrawal,Offer E,3,No,0,Female,No,Fiber Optic,1
94.8,Fallbrook,92028,-117.299644,22,33.362575,2283.27,51,7120.87,0,4837.6,44,58.0,One Year,0,Bank Withdrawal,Offer B,6,Yes,2,Male,No,Fiber Optic,1
25.25,Davis,95618,-121.685559,19,38.544002,1543.5,63,3116.55,8,1573.05,24,0.0,Two Year,3,Credit Card,Offer B,1,No,0,Male,Yes,No Internet,0
94.8,Hoopa,95546,-123.704841,42,41.163637,1387.84,32,4559.39,1,3131.55,43,76.0,One Year,3,Credit Card,No Offer,6,No,3,Male,Yes,Fiber Optic,0
98.6,Mc Kittrick,93251,-119.730885,49,35.38381,804.75,29,3737.95,0,2933.2,27,2.0,Month-to-Month,0,Credit Card,Offer C,6,Yes,1,Female,No,Fiber Optic,1
44.95,Carson,90746,-118.252272,61,33.859171,13.63,1,58.58,0,44.95,13,13.0,Month-to-Month,0,Mailed Check,Offer E,1,Yes,0,Male,No,DSL,0
104.45,South Gate,90280,-118.192615,45,33.944624,403.85,41,4565.9,2,4162.05,9,14.0,One Year,0,Bank Withdrawal,Offer B,7,Yes,3,Female,Yes,Fiber Optic,0
20.15,Big Bear City,92314,-116.773825,40,34.278967,947.5,50,1918.35,0,970.85,18,0.0,Two Year,3,Credit Card,No Offer,0,No,0,Female,No,No Internet,0
24.3,Calabasas,91302,-118.68346,23,34.130861,1187.76,56,2449.46,7,1261.7,21,0.0,One Year,0,Bank Withdrawal,No Offer,1,No,0,Female,Yes,No Internet,0
95.0,Lake Arrowhead,92352,-117.19335,35,34.2565,2404.26,57,7940.06,3,5535.8,42,22.0,One Year,2,Bank Withdrawal,Offer B,5,Yes,1,Female,Yes,Fiber Optic,0
55.9,Santa Barbara,93105,-119.80079,20,34.037342,99.84,3,257.39,0,157.55,33,69.0,Month-to-Month,1,Credit Card,Offer E,4,No,2,Male,No,Cable,0
20.55,Lost Hills,93249,-119.893068,28,35.637715,967.34,22,1437.19,0,469.85,43,0.0,Month-to-Month,2,Bank Withdrawal,Offer D,0,Yes,0,Female,No,No Internet,0
25.1,Long Beach,90807,-118.182239,48,33.830099,1252.44,36,2183.39,9,930.95,34,0.0,Two Year,1,Credit Card,No Offer,1,No,0,Male,Yes,No Internet,0
20.75,Stanton,90680,-117.995068,49,33.801869,997.7,22,1450.05,8,452.35,45,0.0,One Year,2,Bank Withdrawal,No Offer,0,No,0,Female,Yes,No Internet,0
19.45,Vista,92083,-117.242761,26,33.17494,1646.4,70,2935.41,9,1303.5,23,0.0,Two Year,0,Bank Withdrawal,No Offer,0,No,0,Female,Yes,No Internet,0
50.45,Hornitos,95325,-120.230424,25,37.479926,549.08,14,1454.53,0,765.45,39,48.0,Month-to-Month,0,Bank Withdrawal,Offer D,2,No,1,Female,No,DSL,0
19.65,Red Bluff,96080,-122.388361,32,40.186772,25.56,18,436.81,0,411.25,1,0.0,One Year,0,Credit Card,Offer D,0,No,0,Male,No,No Internet,0
73.75,Sacramento,95835,-121.543709,37,38.685069,805.69,23,2562.29,0,1756.6,35,3.0,One Year,0,Credit Card,Offer D,6,Yes,1,Female,No,DSL,0
84.55,Huron,93234,-120.080117,75,36.217864,150.01,7,796.86,1,646.85,21,12.0,Month-to-Month,0,Bank Withdrawal,Offer E,3,Yes,0,Female,Yes,Fiber Optic,1
20.15,Yermo,92398,-116.834092,40,35.013299,27.59,1,47.74,0,20.15,27,0.0,Month-to-Month,0,Mailed Check,No Offer,0,No,0,Female,No,No Internet,0
116.1,Redwood City,94063,-122.196318,29,37.499411,2401.93,71,10842.48,1,8310.55,33,27.0,Two Year,0,Bank Withdrawal,No Offer,9,Yes,4,Male,Yes,Fiber Optic,0
56.5,Lomita,90717,-118.317354,38,33.794209,170.84,4,405.94,5,235.1,42,56.0,Month-to-Month,3,Credit Card,No Offer,3,No,2,Female,Yes,DSL,1
102.1,Vacaville,95687,-121.920151,67,38.333133,644.48,64,7332.58,0,6688.1,10,26.0,One Year,0,Bank Withdrawal,No Offer,7,No,2,Male,No,Fiber Optic,0
62.1,Ontario,91761,-117.591528,61,34.035602,75.25,35,2171.35,0,2096.1,2,7.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,1,Female,No,DSL,0
78.0,Hemet,92545,-117.044145,63,33.734933,518.32,11,1370.12,0,851.8,47,23.0,Month-to-Month,2,Mailed Check,Offer D,3,Yes,1,Male,No,Fiber Optic,0
100.5,Littlerock,93543,-117.955054,23,34.505273,239.22,27,2982.67,0,2673.45,8,73.0,One Year,0,Bank Withdrawal,Offer C,6,Yes,1,Male,No,Fiber Optic,0
105.25,San Diego,92107,-117.243453,29,32.741852,2571.52,64,9371.25,5,6823.4,40,30.0,Two Year,0,Bank Withdrawal,No Offer,7,Yes,2,Male,Yes,Fiber Optic,0
118.65,Lytle Creek,92358,-117.534306,58,34.238162,1270.9,71,9748.5,0,8477.6,17,21.0,Two Year,0,Bank Withdrawal,Offer A,9,Yes,4,Female,No,Fiber Optic,0
74.1,Occidental,95465,-122.998726,54,38.415003,36.05,1,110.15,0,74.1,36,30.0,One Year,0,Credit Card,No Offer,6,No,2,Female,No,DSL,0
79.6,Van Nuys,91411,-118.459472,79,34.17847,878.56,34,3596.86,1,2718.3,25,15.0,Month-to-Month,0,Credit Card,Offer C,3,Yes,1,Female,Yes,Fiber Optic,1
66.9,Hickman,95323,-120.69955,46,37.605926,959.79,69,5537.69,0,4577.9,13,7.0,Two Year,0,Credit Card,Offer A,5,Yes,3,Female,No,Cable,0
69.05,Sun City,92586,-117.200006,63,33.707483,268.83,9,920.33,0,651.5,29,5.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,No,0,Female,No,Fiber Optic,0
18.85,Arnold,95223,-120.236358,59,38.32153,7.8,1,26.65,0,18.85,7,0.0,Month-to-Month,0,Bank Withdrawal,No Offer,0,No,0,Female,No,No Internet,0
50.35,San Fernando,91340,-118.435969,40,34.286131,0.0,1,50.35,1,50.35,0,20.0,Month-to-Month,0,Bank Withdrawal,Offer E,5,Yes,1,Male,Yes,DSL,1
61.65,Desert Hot Springs,92240,-116.516976,25,33.948558,836.85,21,2230.45,0,1393.6,39,52.0,Month-to-Month,0,Credit Card,Offer D,4,No,1,Male,No,DSL,0
56.0,Long Beach,90822,-118.118648,63,33.778436,351.52,13,1116.07,0,764.55,27,10.0,Month-to-Month,1,Bank Withdrawal,No Offer,3,Yes,2,Female,No,DSL,0
69.15,Adin,96006,-120.913161,54,41.171578,147.84,7,636.49,0,488.65,21,7.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,No,0,Male,No,Fiber Optic,0
25.25,Old Station,96071,-121.428965,62,40.656287,0.0,3,58.9,0,58.9,0,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,No,0,Female,No,DSL,1
53.5,Miranda,95553,-123.86,78,40.210895,1621.08,57,4656.88,0,3035.8,28,24.0,One Year,0,Bank Withdrawal,Offer B,3,Yes,2,Male,No,DSL,0
89.7,Gilroy,95020,-121.528955,68,37.03889,43.56,11,1091.26,0,1047.7,3,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,No,0,Female,No,Fiber Optic,1
20.15,Dos Rios,95429,-123.358701,48,39.756049,605.15,19,989.88,1,387.7,31,0.0,Two Year,3,Credit Card,Offer D,0,No,0,Female,Yes,No Internet,0
105.75,Healdsburg,95448,-122.908422,70,38.618347,1306.8,72,9016.65,7,7629.85,18,16.0,One Year,0,Credit Card,Offer A,7,Yes,2,Female,Yes,Fiber Optic,0
84.35,Garden Valley,95633,-120.837669,63,38.852544,1386.0,45,5244.05,3,3858.05,30,3.0,Two Year,0,Credit Card,Offer B,8,Yes,4,Male,Yes,Cable,0
49.45,Merced,95340,-120.493537,70,37.255637,0.0,60,2947.55,3,2907.55,0,22.0,Two Year,0,Credit Card,No Offer,4,Yes,1,Female,Yes,DSL,0
79.9,Carson,90745,-118.26411,53,33.822295,397.32,42,3687.25,0,3313.4,9,14.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,No,1,Male,No,Fiber Optic,0
45.55,Ramona,92065,-116.833922,26,33.044541,0.0,48,2108.35,0,2108.35,0,48.0,Month-to-Month,2,Credit Card,Offer B,5,No,2,Female,No,DSL,0
64.75,Newark,94560,-122.032347,63,37.504133,1485.0,55,5102.1,0,3617.1,27,20.0,Two Year,0,Mailed Check,Offer B,5,Yes,2,Female,No,Cable,0
79.55,Oakland,94602,-122.208417,58,37.803883,32.13,1,121.68,0,79.55,32,15.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,No,0,Female,No,Fiber Optic,1
93.55,Carpinteria,93013,-119.513163,42,34.441398,262.8,6,799.2,0,536.4,43,5.0,Month-to-Month,0,Bank Withdrawal,Offer E,5,Yes,0,Female,No,Fiber Optic,1
18.95,Pacific Grove,93950,-121.926417,59,36.618337,447.66,9,633.26,0,185.6,49,0.0,Month-to-Month,0,Credit Card,Offer E,0,Yes,0,Male,No,No Internet,1
40.75,Boulevard,91905,-116.304991,45,32.677097,0.0,9,379.4,0,359.4,0,21.0,Month-to-Month,0,Bank Withdrawal,Offer E,4,No,1,Female,No,DSL,0
50.35,Van Nuys,91401,-118.431791,73,34.178483,93.45,5,330.7,0,237.25,18,28.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,No,1,Male,No,DSL,1
78.8,Warner Springs,92086,-116.626907,42,33.323705,1656.79,43,5092.19,1,3460.3,38,27.0,Two Year,0,Bank Withdrawal,No Offer,7,Yes,3,Female,Yes,DSL,0
25.05,San Francisco,94112,-122.443119,26,37.720498,315.91,7,468.86,0,152.95,45,0.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,Yes,0,Male,No,No Internet,0
100.2,Burbank,91506,-118.323548,22,34.169706,2391.99,71,9600.99,1,7209.0,33,27.0,Two Year,1,Credit Card,No Offer,6,No,4,Male,Yes,Fiber Optic,0
79.3,Escondido,92027,-116.967221,68,33.141265,69.44,32,2639.44,2,2570.0,2,11.0,Two Year,0,Mailed Check,Offer C,3,No,1,Female,Yes,Fiber Optic,0
20.85,Corona,92883,-117.488725,31,33.762351,91.68,8,253.33,0,161.65,11,0.0,Two Year,0,Credit Card,No Offer,0,No,0,Female,No,No Internet,0
108.2,San Francisco,94109,-122.42227,21,37.794487,1021.68,72,8862.28,10,7840.6,14,71.0,Two Year,0,Bank Withdrawal,No Offer,8,Yes,3,Male,Yes,Fiber Optic,0
74.05,Oakland,94603,-122.175602,57,37.739113,510.96,12,1335.0,0,872.65,42,22.0,One Year,0,Credit Card,No Offer,6,No,1,Female,No,DSL,1
107.45,Los Gatos,95033,-121.945611,62,37.160194,384.54,51,6050.68,0,5680.9,7,6.0,One Year,0,Bank Withdrawal,No Offer,8,No,3,Female,No,Fiber Optic,0
48.95,Santa Clara,95050,-121.952417,27,37.351214,0.0,39,1880.85,0,1880.85,0,48.0,Month-to-Month,0,Credit Card,No Offer,5,Yes,3,Male,No,Cable,1
19.1,Pauma Valley,92061,-116.940501,49,33.313828,48.96,3,102.01,0,53.05,16,0.0,Month-to-Month,0,Credit Card,No Offer,0,Yes,0,Male,No,No Internet,0
75.5,Big Bear Lake,92315,-116.89802,59,34.242058,1030.38,26,3048.48,0,2018.1,39,29.0,One Year,0,Bank Withdrawal,Offer C,2,No,1,Male,No,Fiber Optic,0
20.75,Kyburz,95720,-120.209673,49,38.766036,627.2,35,1367.1,0,739.9,17,0.0,Month-to-Month,0,Bank Withdrawal,No Offer,0,No,0,Male,No,No Internet,0
19.15,Port Costa,94569,-122.196821,20,38.035707,819.72,27,1357.07,0,537.35,30,0.0,Month-to-Month,2,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
69.35,Fallbrook,92028,-117.299644,48,33.362575,106.92,3,298.27,0,191.35,35,6.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Male,No,Cable,1
81.5,Clovis,93611,-119.593757,66,36.917652,49.9,2,212.45,0,162.55,24,22.0,Two Year,0,Credit Card,No Offer,2,No,0,Female,No,Fiber Optic,0
90.7,San Diego,92126,-117.152162,26,32.886925,514.62,18,2111.87,0,1597.25,28,26.0,Month-to-Month,0,Credit Card,No Offer,5,Yes,1,Male,No,Fiber Optic,1
61.55,Redondo Beach,90277,-118.384565,23,33.830453,989.04,26,2570.99,0,1581.95,38,73.0,One Year,0,Bank Withdrawal,No Offer,4,No,2,Male,No,DSL,0
109.4,Pollock Pines,95726,-120.453416,68,38.733908,994.5,65,8221.95,8,7227.45,15,29.0,One Year,0,Credit Card,Offer B,7,Yes,3,Female,Yes,Fiber Optic,0
89.2,Mecca,92254,-115.993906,35,33.543835,1715.85,41,5359.39,0,3645.75,41,16.0,Month-to-Month,0,Bank Withdrawal,Offer B,4,Yes,1,Male,No,Fiber Optic,0
116.2,Redway,95560,-123.852927,25,40.142256,2269.96,67,10022.26,0,7752.3,33,71.0,Two Year,0,Credit Card,Offer A,9,No,4,Male,No,Fiber Optic,1
88.75,Brentwood,94513,-121.682472,53,37.908242,250.58,22,2135.73,1,1885.15,11,56.0,Month-to-Month,3,Bank Withdrawal,Offer D,4,Yes,1,Male,Yes,Fiber Optic,0
